type,message
1,Moby Pub Quiz.Win a [MONEY] [MONEY] High Street prize if u know who the new [TITLE] of [CITY] will be ? Txt her [ORDINAL] name to [NUMBER] . unsub STOP [MONEY] [MONEY] [MONEY] SP Arrow
0,"I have [NUMBER] sleeping bags , [NUMBER] blanket and paper and phone details . Anything else ?"
1,You have won a Nokia 7250i . This is what you get when you win our FREE auction . To take part send [ORGANIZATION] to [NUMBER] [DATE] . HG/Suite342/2Lands Row/W1JHL [NUMBER] +
1,"Congratulations ! Thanks to a good friend U have WON the [MONEY] [MONEY] [DATE] prize . [NUMBER] claim is easy , just call [NUMBER] [DATE] ! Only [NUMBER] per [DURATION] . BT-national-rate ."
1,"[EMAIL] ( More games from TheDailyDraw ) Dear [PERSON] , [MISC] [MISC] [MISC] [MISC] - with great prizesWith . ."
0,So what do you guys do .
0,Also that chat was awesome but do n't make it regular unless you can see her in person
0,That 's significant but dont worry .
0,That 's cause your old . I live to be high .
0,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta , [PERSON] wo nahi he jo hum sochte hai [PERSON] wo hai jo [NUMBER] jeetey hai .........."
0,On the way to office da . .
0,In which place do you want da .
0,This pain could n't have come at a worse time .
0,Ok ...
0,Should I be stalking u ?
0,Sorry dude . Dont know how i forgot . Even after [PERSON] reminded me . Sorry . Hope you guys had fun .
0,Ok lor .
0,Apps class varaya elaya .
0,The [DATE] story is peace . . The [DATE] msg is love . . The [DATE] miracle is jesus . . Hav a blessed [DURATION] ahead &amp; wish U Merry [DATE] ...
1,"URGENT ! Your [TITLE] number [MONEY] [MONEY] a [MONEY] [DATE] Bonus [TITLE] prize on [DATE] ! This is the [ORDINAL] attempt to reach you ! Call [NUMBER] ASAP ! Box 97N7QP , 150ppm"
0,That [DURATION] you asked about anand number . Why : - )
0,Am surfing online store . For offers do you want to buy any thing .
0,Long beach lor . Expected ... U having dinner [DATE] ?
0,At home by the way
0,We are both fine . Thanks
0,What happen to her tell the truth
0,Do you like [NATIONALITY] food ?
0,Which is weird because I know I had it at [NUMBER] point
0,Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever !
0,Tell your friends what you plan to do on Valentines [DURATION] @ &lt; URL &gt;
0,"Alright , see you in a bit"
0,Cheers for the message Zogtorius . I ve been staring at my phone for an age deciding whether to text or not .
0,I will take care of financial problem.i will help : )
0,Tell dear what happen to you . Why you talking to me like an alian
1,Double your [DURATION] & txts on Orange or [NUMBER] price linerental - [ORGANIZATION] and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on [NUMBER] or2optout/HV9D
0,"[NUMBER] ) Go to write msg [NUMBER] ) Put on Dictionary mode [NUMBER] ) Cover the screen with hand , [NUMBER] ) Press &lt; # &gt; . [NUMBER] ) Gently remove Ur hand . . Its interesting . . : )"
0,Okie ...
0,"Hi this is yijue , can i meet u at [NUMBER] tmr ?"
0,Its posible dnt live in &lt; # &gt; [DURATION] cm frwd n thnk different
0,But i dint slept in [TIME] .
0,That seems unnecessarily affectionate
0,[PERSON] else i 'll thk of all sorts of funny things .
0,You will be in the place of that man
1,"Download as many ringtones as u like no restrictions , [DATE] [NUMBER] choose . U can even send [DURATION] [DURATION] buddys . Txt Sir to [NUMBER] [MONEY] [MONEY]"
0,Thats cool . How was your [DURATION] ?
1,Please CALL [NUMBER] immediately as there is an urgent message waiting for you .
0,R we going with the &lt; # &gt; bus ?
0,"Hello , my love ! How went your [DURATION] ? Are you alright ? I think of you , my sweet and send a jolt to your heart to remind you ... I LOVE YOU ! Can you hear it ? I screamed it across the sea for all the world to hear . [PERSON] [PERSON] [PERSON] is loved ! and owned ! * possessive passionate kiss *"
0,No . . he joined [DATE] itself .
0,Okay same with me . Well thanks for the clarification
0,I 'll talk to the others and probably just come [DATE] [DATE] then
1,"Spook up your mob with a [DATE] collection of a logo & pic message plus a free eerie tone , txt CARD SPOOK to [NUMBER] zed 08701417012150p per logo/pic"
0,"Had the money issue weigh me down but thanks to you , I can breathe easier [DATE] . I.ll make sure you dont regret it . Thanks ."
0,Hi . I 'm sorry i missed your call . Can you pls call back .
0,How are you doing ? Hope you 've settled in for the new school [DURATION] . Just wishin you a gr8 [DURATION]
1,"Fantasy Football is back on your TV . Go to Sky Gamestar on Sky Active and play [MONEY] [MONEY] Dream Team . Scoring starts on [DATE] , so register now!SKY OPT OUT to [NUMBER]"
0,Ok then no need to tell me anything i am going to sleep good night
0,Ok try to do [DURATION] end course in coimbatore .
1,Tone Club : Your subs has [DATE] expired [NUMBER] re-sub reply [ORGANIZATION] [NUMBER] monos or [ORGANIZATION] [NUMBER] polys [NUMBER] [SET] @ [NUMBER] per [DURATION] Txt STOP [NUMBER] stop This msg free Stream [NUMBER]
0,V nice ! Off [NUMBER] sheffield tom [NUMBER] air my opinions on categories [NUMBER] b used [NUMBER] measure ethnicity in next census . Busy transcribing . : - )
0,If you r @ home then come down within [DURATION] [DURATION]
0,"A Boy loved a gal . He propsd bt she didnt mind . He gv lv lttrs , Bt her frnds threw thm . Again d boy decided [NUMBER] aproach d gal , dt time a truck was speeding towards d gal . Wn it was about [NUMBER] hit d girl , d boy ran like hell n saved her . She asked ' hw cn u run so fast ? ' D boy replied "" Boost is d secret of my energy "" n instantly d girl shouted "" our energy "" n Thy lived happily 2gthr drinking boost evrydy Moral of d story : - I hv free msgs :D ;) : gud [NUMBER]"
0,"That [DURATION] ü say ü cut ur hair at paragon , is it called hair sense ? Do ü noe how much is a hair cut ?"
0,"Hmm , too many of them unfortunately ... Pics obviously arent hot cakes . Its kinda fun tho"
0,Watching tv lor ... Y she so funny we bluff her [NUMBER] wat . Izzit because she thk it 's impossible between us ?
1,[DATE] Prize draws ! We are trying to contact [ORGANIZATION] [ORGANIZATION] draw shows that you have won a [MONEY] [DATE] prize GUARANTEED . Call [NUMBER] from land line . Valid [DURATION] [DURATION] only
0,Du n no lei he neva say ...
0,Thanx [NUMBER] 2day ! U r a goodmate I THINK UR RITE SARY ! ASUSUAL ! [NUMBER] U CHEERED [STATE_OR_PROVINCE] UP ! LOVE U FRANYxxxxx
0,I 'm on my way home . Went to change batt [NUMBER] my watch then go shop a bit lor .
1,YES ! The only place in town to meet exciting adult singles is [DATE] in the [COUNTRY] . Txt CHAT to [NUMBER] [DATE] ! 150p/Msg .
0,"Hi , [TITLE] no . &lt; # &gt; has added you in their contact list on [URL] It s a great place to send free sms to people For more visit [URL]"
0,"Good evening Sir , hope you are having a nice [DURATION] . I wanted to bring it to your notice that I have been late in paying rent for [DURATION] [DURATION] [DURATION] [DURATION] and have had to pay a [MONEY] [MONEY] # &gt; charge . I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that 's why i didnt speak up . I however am in a recession and wont be able to pay the charge [DATE] [DATE] [DATE] my askin well ahead of [DURATION] 's end . Can you please help . Thank you for everything ."
0,"If i let you do this , i want you in the house by [TIME] [TIME] [TIME]"
0,"Best line said in Love : . "" I will wait till [DATE] [DATE] I can forget u Or [DATE] [DATE] u realize that u can not forget me . "" ... Gn"
0,I will reach before [TIME] [TIME]
0,Your pussy is perfect !
0,"Sorry , I 'll call later"
1,"Someone has contacted our dating service and entered your phone becausethey fancy you ! To find out who it is call from a landline [NUMBER] . PoBox1 , W14RG 150p"
0,No message . . no responce . . what happend ?
0,Also where 's the piece
0,"wiskey [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] "" KUDI "" yarasu dhina vaazhthukkal . . ."
0,Boo . How 's things ? I 'm back at home and a little bored already : - (
0,[ORDINAL] has she gained more than &lt; # &gt; kg since she took in . [ORDINAL] has she done the blood sugar tests . If she has and its ok and her blood pressure is within normal limits then no worries
0,PICK UR FONE UP [DATE] U DUMB ?
0,"Thanks da thangam , i feel very very happy dear . I also miss you da ."
0,"[PERSON] [PERSON] . I 'm at home , but not dressed cos laying around ill ! Speak to you later bout times and stuff ."
0,I do n't run away frm u. . . I walk slowly &amp; it kills me that u do n't care enough to stop me ...
0,"Babe , I 'm back ... Come back to me ..."
0,Well you told others you 'd marry them ...
0,Neshanth . . tel me who r u ?
0,YO YO YO BYATCH WHASSUP ?
0,Oh ... Kay ... On sat right ?
0,Hi ! This is [PERSON] from CL . How are you ?
1,Babe : U want me dont u baby ! Im nasty and have a thing [NUMBER] filthyguys . Fancy a rude time with a sexy bitch . How about we go slo n hard ! Txt XXX SLO ( 4msgs )
0,Oh oh ... Wasted ... Den muz chiong on sat n sun liao ...
0,[PERSON] christ bitch I 'm trying to give you [CRIMINAL_CHARGE] answer your fucking phone
0,Please give it [NUMBER] or i will pick it up on [DATE] [TIME] about [NUMBER] if that is ok .
0,I 'm meeting [PERSON] ...
0,"[NUMBER] of best dialogue in cute reltnship . . !! "" Wen i Die , Dont Come Near My Body . . !! Bcoz My Hands May Not Come [NUMBER] Wipe Ur Tears Off That Time . . ! Gud [NUMBER]"
0,"Solve d Case : A Man Was Found [CAUSE_OF_DEATH] On &lt; DECIMAL &gt; . &lt; # &gt; [TIME] . [NUMBER] , His wife called Police . [NUMBER] , Police questioned everyone . [NUMBER] , Wife : Sir , I was sleeping , when the [CRIMINAL_CHARGE] took place . [NUMBER] . [PERSON] : I was cooking . [NUMBER] . [TITLE] : I was picking vegetables . 6.House-Maid : I went [NUMBER] d post office . [NUMBER] . Children : We went [NUMBER] play . [NUMBER] . Neighbour : We went [NUMBER] a marriage . Police arrested d murderer Immediately . Who 's It ? Reply With Reason , If U r Brilliant ."
0,Dear where you will be when i reach there
0,Aww that 's the [ORDINAL] time u said u missed me without asking if I missed u [ORDINAL] . You DO love me ! : )
0,Ok ... Thanx ... Gd nite [NUMBER] ü too ...
0,"Come to me [DATE] [DATE] , [PERSON]"
1,I do n't know u and u do n't know me . Send CHAT to [NUMBER] [DATE] and let 's find each other ! Only 150p/Msg rcvd . HG/Suite342/2Lands / Row/W1J6HL LDN . [DURATION] [DURATION] or over .
0,Lol please do . Actually send a pic of yourself [DATE] [DATE] . I wan na see . Pose with a comb and hair dryer or something .
0,O was not into fps then .
0,Huh means computational science ... Y they like dat [NUMBER] push here n there ...
0,"Could you not read me , my Love ? I answered you"
0,Oh ... Lk tt den we take e [NUMBER] tt ends at cine lor ... Dun wan yogasana oso can ...
0,"Madam , regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds , [PERSON] , [LOCATION] ."
1,SMS SERVICES For your inclusive text credits pls gotto [URL] login 3qxj9 unsubscribe with STOP no extra charge help [NUMBER] comuk [NUMBER] cm2 9AE
0,Oic ... Then better quickly go bathe n settle down ...
0,Err ... Cud do . I 'm going to at [TIME] [TIME] [TIME] I have n't got a way to contact him until then .
0,A bloo bloo bloo I 'll miss the [ORDINAL] bowl
0,[PERSON] but its so fun ...
0,Oh k k : ) but he is not a big hitter.anyway good
0,Hey !!! I almost forgot ... Happy B-day babe ! I love ya !!
1,Valentines [DURATION] Special ! Win over [MONEY] [DATE] in our quiz and take your partner on the trip of a lifetime ! Send GO to [NUMBER] [DATE] . 150p/msg rcvd . CustCare : [NUMBER]
0,Do you think i can move &lt; # &gt; in [DURATION] [DURATION]
0,She.s find . I sent you an offline message to know how anjola 's [DATE] .
1,Guess who am I?This is the [ORDINAL] time I created a web page [URL] read all I wrote . I 'm waiting for your opinions . I want to be your friend [NUMBER]
0,How was txting and driving
0,That 's good . Lets thank God . Please complete the drug . Have lots of water . And have a beautiful [DURATION] .
0,Really dun bluff me leh ... U sleep early too . Nite ...
0,"[MISC] r poor but [COUNTRY] is not a poor country . Says [NUMBER] of the [NATIONALITY] bank directors . He says that "" &lt; # &gt; lac crore "" of [NATIONALITY] money is deposited in [NATIONALITY] banks which can be used for ' taxless ' budget for &lt; # &gt; [DURATION] . Can give &lt; # &gt; crore jobs to all [MISC] . From any village to [CITY] [NUMBER] lane roads . Forever free power suply to more than &lt; # &gt; social projects . Every citizen can get [SET] &lt; # &gt; / - for &lt; # &gt; [DURATION] . No need of [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] loan . Think how our money is blocked by rich politicians . We have full rights against corrupt politicians . Itna forward karo ki pura [COUNTRY] padhe.g.m . """
0,Uncle boye . I need movies oh . [TITLE] me . Plus you know torrents are not particularly legal here . And the system is slowing down . What should i do . Have a gr8 [DURATION] . Plus have you started cos i dont meet you online . How was the honey moon .
0,Oh ya ya . I remember da . .
0,Btw regarding that we should really try to see if anyone else can be our [ORDINAL] guy before we commit to a random dude
1,"For ur chance to win [MONEY] [MONEY] cash [SET] [SET] TXT : PLAY to [NUMBER] . T 's & C 's [URL] custcare [NUMBER] , [NUMBER] ."
0,I not busy juz dun wan [NUMBER] go so early . . [PERSON] . .
0,Rightio . [NUMBER] it is then . Well arent we all up bright and [DATE] [TIME] [TIME] .
0,"Great . I 'm in church [DATE] , will holla when i get out"
0,Back in brum ! Thanks for putting us up and keeping us all and happy . See you soon
0,I donno if they are scorable
0,&lt; # &gt; great loxahatchee [DATE] tree burning update : you can totally see stars here
0,"Yes but i dont care ! I need you bad , [TITLE] !"
0,"The guy ( kadeem ) has n't been selling since the break , I know [NUMBER] other guy but he 's paranoid as fuck and does n't like selling without me there and I ca n't be up there til [TIME] [TIME]"
0,"Sorry , I 'll call later"
0,Tmr then ü brin lar ... [ORGANIZATION] later i come n c lar ... Mayb ü neva set properly ü got da help sheet wif ü ...
